distance_between_leaks: 100 foot, number_of_leaks: 2
first_leak_position(foot),upstream_pressure (psi),downstream_pressure (psi),upstream_flow (gpm),downstream_flow (gpm)
339,117.30565326005838,114.9051963679825,1258.0414376127032,1250.1845016009518
340,117.30566101438563,114.90519326884677,1258.041022712093,1250.1840997867134
341,117.30566873654519,114.90519013394817,1258.0406081766266,1250.1836983388725
342,117.30567648842597,114.90518703217893,1258.0401933068147,1250.183296554727
343,117.30568423719428,114.90518392697334,1258.0397784730071,1250.1828948089294
344,117.30569198640617,114.90518082230575,1258.0393636354609,1250.1824930593261
345,117.30569970822627,114.90517768719943,1258.0389491093258,1250.1820916210359
346,117.30651634832658,114.90607484340379,1258.0293831167658,1250.1725243507299
347,117.30652409738035,114.90607173874275,1258.0289682849739,1250.172122605639
348,117.30653181535848,114.90606859955199,1258.0285538060514,1250.171721212588
349,117.30653957245093,114.90606550392287,1258.0281388856413,1250.1713193792627
350,117.30654731024296,114.90606238686121,1258.027724185092,1250.1709177654473
351,117.30655504740642,114.90605926914057,1258.0273094927115,1250.1705161604123
352,117.30568496596815,114.90507917679183,1258.03682575556,1250.180061099905
353,117.30569273280581,114.90507609213003,1258.0364107312873,1250.1796591623377
354,117.30570045618279,114.90507295914608,1258.035996199948,1250.1792577180775
355,117.30570819249238,114.90506984059941,1258.035581523707,1250.1788561285596
356,117.30571593064761,114.9050667241431,1258.035166827835,1250.1784545202488
357,117.30572367685407,114.905063616696,1258.0347520423031,1250.1780528214724
358,117.30573141485866,114.90506050015941,1258.0343373507344,1250.1776512174686
359,117.30573916201196,114.90505739384943,1258.033922557214,1250.1772495109865
360,117.3057469051099,114.90505428307246,1258.033507810868,1250.1768478514757
361,117.30575463627014,114.90505115905314,1258.0330932011605,1250.176446328497
362,117.3057623748759,114.90504804336334,1258.0326785084121,1250.1760447225522
363,117.30577011463166,114.90504492899059,1258.0322638041253,1250.1756431055517
364,117.30577786208579,114.90504182324032,1258.0318490139286,1250.175241401463
365,117.30578560323097,114.90503871050012,1258.0314342965537,1250.1748397714707
366,117.30579334354796,114.90503559688813,1258.0310195896525,1250.17443815151
367,117.30580107035647,114.90503246827846,1258.0306050371873,1250.174036686628
368,117.30580882467609,114.9050293703338,1258.0301901747052,1250.1736349110593
369,117.30581657348874,114.90502626630223,1258.0297753759446,1250.1732331993423
370,117.30582430551088,114.90502314362546,1258.0293607685794,1250.1728316793688
371,117.30583204225495,114.9050200262601,1258.0289461094708,1250.1724301058211
372,117.30583977451468,114.90501690393032,1258.02853150176,1250.1720285863032
373,117.30584752086115,114.90501379732783,1258.0281167363828,1250.1716269078227
374,117.30585525536883,114.90501067759693,1258.0277021064578,1250.1712253643464
375,117.30586301083564,114.90500758123083,1258.0272872406306,1250.1708235852836
376,117.30587075206009,114.90500446906152,1258.0268725373364,1250.1704219684584
377,117.30587846923369,114.90500133015715,1258.0264581072274,1250.17002062665
378,117.30588621959907,114.90499822824245,1258.0260433029798,1250.169618909533
379,117.30589396791171,114.90499512409684,1258.0256285237754,1250.169217215842
